Mecanisme;Taux;Taux_num;Variable;Type;Methode;RMSE;RMSE_std;NRMSE;MAE;MAE_std;Bias;KS_pvalue;Wilcoxon_pvalue;F1;Accuracy;Kappa;MCC;Chi2_pvalue;Temps_moyen;Var_Ratio;F1_std
MCAR;10%;0.1;Insuline 10 UI;Continue;Mediane/Mode;1.3254237434699538;1.2715369393175058;0.1325423743469954;0.305019305019305;0.3344145367548007;-0.305019305019305;1.0;0.7610668674014194;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;LDLc;Continue;Mediane/Mode;0.4686304635005749;0.07783291035718047;0.21185825655541363;0.3746128039972746;0.06603612481426528;-0.07098135180558714;0.6238413231929998;0.40889524823561363;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Lasilix 40 mg;Continue;Mediane/Mode;0.0;0.0;;0.0;0.0;0.0;1.0;1.0;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Lexomil 6 mg;Continue;Mediane/Mode;0.0;0.0;;0.0;0.0;0.0;1.0;1.0;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Metformine 500 mg;Continue;Mediane/Mode;1071.1275959883149;143.78146162278279;0.5355637979941574;620.6252081252081;155.70007927565658;620.6252081252081;0.9674199877297068;0.01020401470038264;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Non HDL;Continue;Mediane/Mode;0.44889757787493306;0.056872133994999914;0.1854948668904682;0.35560661466193383;0.04621541632202783;-0.06463278707108494;0.6460914064617113;0.5206139815952102;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;PAD;Continue;Mediane/Mode;12.529270084893;1.7502382473540259;0.1407783155605955;9.599385292127227;1.1120940800193433;-1.9770565456049325;0.8086440957432245;0.2969434091436368;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;PAS;Continue;Mediane/Mode;21.866055619952082;2.7755249225369245;0.16820042784578523;17.822064171122996;2.120927911965762;0.012424242424242315;0.8923136517568752;0.44225339639925343;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;PCSK9;Continue;Mediane/Mode;36.835076030117435;17.440750930739476;0.11041255795731619;24.2958687483006;4.84125959854732;-7.488989389937103;0.6898081165546699;0.4033289170306961;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Prot;Continue;Mediane/Mode;12.943889832681416;3.9151323431806686;0.14100097856951432;8.434567588325653;2.507315861995875;-4.4226164362519205;0.6739250773914758;0.19724741990637845;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Ratio LDL-c/HDL;Continue;Mediane/Mode;5.390560992180652;2.5195201611602918;0.058630541821280024;2.4976951545109563;0.9732113369678783;-1.73604872088232;0.7475629535717033;0.38443217453313994;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Ratio LogTG/HDL;Continue;Mediane/Mode;0.3243939746567216;0.09636527943676006;0.1552335280898796;0.22399565024345752;0.06486225771722404;-0.07395106201248709;0.6512767706233793;0.34123910801305335;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Ratio TG/HDL;Continue;Mediane/Mode;3.409273471629393;3.231666321298054;0.08021819933245632;1.4536941023277055;1.111872168836135;-0.9462076662480724;0.6294654034445508;0.2871036301834711;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Ratio Tot-c/HDL;Continue;Mediane/Mode;2.6515262851181944;0.8580730951972484;0.026375014756773386;1.5159448817589074;0.3521406618814829;-0.46175925308428517;0.6753813301255793;0.5934252401813864;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;TG;Continue;Mediane/Mode;0.44920392009315846;0.11944336339205305;0.12797832481286564;0.3310607263107263;0.08571995628063533;-0.10902801827801833;0.7711694809103918;0.27798809957845394;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;TT;Continue;Mediane/Mode;12.974140103482878;1.027538838896192;0.07543104711327256;10.176467864503419;1.0099154456645862;-0.746034095070348;0.7553095515970203;0.7758117841673458;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;Totc;Continue;Mediane/Mode;0.3877745154696842;0.03614313375152633;0.16786775561458195;0.3199210727969349;0.03623923698967473;-0.004166392993979131;0.7498298348967565;0.4358701058002241;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;lu(mmol/l);Continue;Mediane/Mode;4.3716923008586885;1.1772248453840806;0.14491681748950505;3.0437825193651906;0.7688640970447952;-1.061013765172494;0.7267021170844252;0.47717251776994124;;;;;;0.014980316162109375;0.9069878440249977;
MCAR;10%;0.1;HTA;Binaire;Mediane/Mode;;;;;;;;;0.5248454315586679;0.6590639320862445;0.0;0.0;5.781028032507571e-56;0.014980316162109375;0.9069878440249977;0.07173013399331658
MCAR;10%;0.1;HTS/HTD;Ordinale;Mediane/Mode;;;;;;;;;0.31862591722861044;0.48283544705482645;0.0;0.0;5.169878343174112e-151;0.014980316162109375;0.9069878440249977;0.09584934686494039
MCAR;10%;0.1;Profil_glycemique;Ordinale;Mediane/Mode;;;;;;;;;0.402028166296786;0.558202380952381;0.0;0.0;1.0669165183356704e-159;0.014980316162109375;0.9069878440249977;0.0834058773570041
