Taux_Perte;Taux_Perte_num;Variable;Type_Variable;Methode;RMSE;MAE;KS_pvalue;Wilcoxon_pvalue;F1_weighted;Classification_Error;Chi2_pvalue
10%;0,1;IMC;Continu;MICE (sklearn);4,0692006141010255;3,4498790923463285;0,9999999999996849;0,0983734130859375;;;
10%;0,1;TT;Continu;MICE (sklearn);19,63682158488635;14,512436558884247;0,9999567581377435;0,24318095664057182;;;
10%;0,1;PAS;Continu;MICE (sklearn);24,635351129817813;19,32018286647007;0,9999988234755917;0,5887860532384366;;;
10%;0,1;PAD;Continu;MICE (sklearn);17,2364451814499;12,890278535005502;0,9999999999996849;0,5601940555498004;;;
10%;0,1;Prot;Continu;MICE (sklearn);22,08692288038057;17,62139047365601;0,9999567581377435;0,6562793096527457;;;
10%;0,1;HDL;Continu;MICE (sklearn);0,11476641459484169;0,09063527446590117;0,9999999999999998;0,8858855663449852;;;
10%;0,1;Totc;Continu;MICE (sklearn);0,1357852059169022;0,10005599251968957;0,9999999999999999;0,5978077705949545;;;
10%;0,1;LDLc;Continu;MICE (sklearn);0,12743446161917946;0,09376101555776771;0,9999999999999999;0,28721763065550476;;;
10%;0,1;TG;Continu;MICE (sklearn);0,32962141209932894;0,2733726835312937;0,9999999957963892;0,5221440717577934;;;
10%;0,1;Non HDL;Continu;MICE (sklearn);0,1861967616891238;0,13996841885771513;0,9999999999999999;0,2450956031680107;;;
10%;0,1;PCSK9;Continu;MICE (sklearn);64,5433002278495;36,62928878731829;0,9999567581377435;0,4418373703956604;;;
10%;0,1;Glu;Continu;MICE (sklearn);0,32484245393953753;0,12003133961576891;0,9999999999999998;0,7835337817668915;;;
10%;0,1;Ins (µUI/mL);Continu;MICE (sklearn);2,279712946072472;0,89409692093068;0,9999999999999999;0,35160549916327;;;
10%;0,1;HOMAB%;Continu;MICE (sklearn);96,9548995199035;56,91810707979579;0,9999999999996849;0,5167608261108398;;;
