Taux_Perte;Taux_Perte_num;Variable;Type_Variable;Methode;RMSE;MAE;KS_pvalue;Wilcoxon_pvalue;F1_weighted;Classification_Error;Chi2_pvalue
10%;0,1;HOMA-IR;Continu;MICE (sklearn);19,93323998169152;11,213728711604576;0,9126306966280817;0,06981706619262695;;;
10%;0,1;Adipo HMW;Continu;MICE (sklearn);11,80316004065565;6,160856615731409;0,9499065344511678;0,8906679842039011;;;
10%;0,1;Glibenclamide 5mg;Continu;MICE (sklearn);6,528768644052889;4,975973235773925;0,8644440045104076;0,16004560654982924;;;
10%;0,1;Insuline 10 UI;Continu;MICE (sklearn);2,401558725045481;1,5978083627273454;0,7442018745342833;0,3989470452070236;;;
10%;0,1;Lasilix 40 mg;Continu;MICE (sklearn);0,00010474929414094673;8,23661049569744e-05;0,9126306966280817;0,82233826816082;;;
10%;0,1;Lexomil 6 mg;Continu;MICE (sklearn);9,895362131449996e-05;8,734772148454461e-05;0,9754946858184;0,776785135269165;;;
10%;0,1;Metformine 500 mg;Continu;MICE (sklearn);1360,6270213200546;1016,1587533553194;0,9995057756795516;0,4688330565113574;;;
10%;0,1;Ratio Tot-c/HDL;Continu;MICE (sklearn);1,431661028240423;0,6234062641151967;0,9999999999999999;0,46517620980739594;;;
10%;0,1;Ratio LDL-c/HDL;Continu;MICE (sklearn);1,3431543707333011;0,6793787206426074;0,9999999999996849;0,8906679842039011;;;
10%;0,1;Ratio TG/HDL;Continu;MICE (sklearn);1,0643795260545892;0,8323048861987811;0,9999999999996849;0,3665854334831238;;;
10%;0,1;Ratio LogTG/HDL;Continu;MICE (sklearn);0,13432591665413626;0,10583686354909763;0,9999999999996849;0,6462372204041458;;;
10%;0,1;Insu pmol/L;Continu;MICE (sklearn);12,16283279391449;4,2415994609748795;0,9999999999999998;0,33453203297358414;;;
10%;0,1;lu(mmol/l);Continu;MICE (sklearn);1,6265895377849489;0,5415776235273768;0,9999999999999998;0,8900027303025126;;;
10%;0,1;HOMAS%;Continu;MICE (sklearn);669,0094394180263;473,41324167526557;0,6776105978838524;0,24508141286787577;;;
10%;0,1;Sexe;Binaire;MICE (sklearn);;;;;0,571043771043771;0,43333333333333335;1,3798486012038745e-57
10%;0,1;HTA;Binaire;MICE (sklearn);;;;;0,7931034482758621;0,2068965517241379;3,6516474682035816e-63
10%;0,1;HTS/HTD;Ordinal;MICE (sklearn);;;;;0,3466666666666667;0,7428571428571429;8,229986044792264e-127
10%;0,1;Profil_glycemique;Ordinal;MICE (sklearn);;;;;0,48931277056277056;0,59375;8,432894985929808e-146
10%;0,1;Age;Continu;KNN (k=5);9,757853979524098;8,049999999999999;0,9754946858184;0,1357848200783726;;;
10%;0,1;IMC;Continu;KNN (k=5);4,153954132638931;3,2569115567058833;0,9999999957963892;0,190093994140625;;;
10%;0,1;TT;Continu;KNN (k=5);13,468638035314328;11,136842105263158;0,9903851486604354;0,4727837846032751;;;
10%;0,1;PAS;Continu;KNN (k=5);22,333119694617626;18,147058823529413;0,9754946858184;0,24142504377951168;;;
10%;0,1;PAD;Continu;KNN (k=5);14,34302702508868;10,07878787878788;0,9972477320442394;0,26776438121395285;;;
10%;0,1;Prot;Continu;KNN (k=5);17,68682553120906;12,357428571428573;0,9903851486604354;0,9162867379491217;;;
10%;0,1;HDL;Continu;KNN (k=5);0,2128092103269969;0,17124000000000003;0,9972477320442394;0,26075006718593274;;;
10%;0,1;Totc;Continu;KNN (k=5);0,35562433362562057;0,28940000000000005;0,9972477320442394;0,16816773071223146;;;
10%;0,1;LDLc;Continu;KNN (k=5);0,5327325096679786;0,4263885714285714;0,9972477320442394;0,9419905297108926;;;
10%;0,1;TG;Continu;KNN (k=5);0,46737442927791545;0,37414285714285717;0,9999999957963892;0,7281656339764595;;;
10%;0,1;Non HDL;Continu;KNN (k=5);0,4508379499807632;0,35542857142857137;0,9999988234755917;0,3740789592266083;;;
10%;0,1;PCSK9;Continu;KNN (k=5);64,18395177980746;34,846449503904;0,9999567581377435;0,8325093984603882;;;
10%;0,1;Glu;Continu;KNN (k=5);0,7058110446636768;0,48507692307692307;0,9999567581377435;0,6170915961265564;;;
10%;0,1;Ins (µUI/mL);Continu;KNN (k=5);2,9111843663436936;1,8022605841176471;0,9999999957963892;0,9461913725826889;;;
10%;0,1;HOMAB%;Continu;KNN (k=5);89,98728291105519;48,72571428571429;0,9999988234755917;0,32045745849609375;;;
10%;0,1;HOMA-IR;Continu;KNN (k=5);16,587012405077914;4,1776999418869565;0,9999567581377435;0,6010458469390869;;;
10%;0,1;Adipo HMW;Continu;KNN (k=5);11,08346248256881;3,600950960085714;0,9999999957963892;0,7158310085069388;;;
10%;0,1;Glibenclamide 5mg;Continu;KNN (k=5);4,293229341861227;3,5303030303030303;0,7442018745342833;0,03698827078826273;;;
10%;0,1;Insuline 10 UI;Continu;KNN (k=5);1,6035674514745464;0,42857142857142855;1,0;0,7549106229378223;;;
10%;0,1;Lasilix 40 mg;Continu;KNN (k=5);0,0;0,0;1,0;1,0;;;
10%;0,1;Lexomil 6 mg;Continu;KNN (k=5);0,0;0,0;1,0;1,0;;;
10%;0,1;Metformine 500 mg;Continu;KNN (k=5);969,8484730132128;800,0;0,9499065344511678;0,14685142671139423;;;
10%;0,1;Ratio Tot-c/HDL;Continu;KNN (k=5);3,809919725735909;1,8162348417357144;0,9999567581377435;0,14377250522375107;;;
10%;0,1;Ratio LDL-c/HDL;Continu;KNN (k=5);1,6511115781942765;1,1856058447257145;0,9995057756795516;0,5436307483469136;;;
10%;0,1;Ratio TG/HDL;Continu;KNN (k=5);2,4404710726010173;0,893689795736;0,9999988234755917;0,14091521501541138;;;
10%;0,1;Ratio LogTG/HDL;Continu;KNN (k=5);0,24868781902216325;0,16996115380000001;0,9972477320442394;0,2204328331645229;;;
10%;0,1;Insu pmol/L;Continu;KNN (k=5);33,85393242777828;22,465564239069764;0,7442018745342833;0,049041343804447024;;;
10%;0,1;lu(mmol/l);Continu;KNN (k=5);4,818752571370946;3,6154803125;0,9499065344511678;0,8033682219684124;;;
10%;0,1;HOMAS%;Continu;KNN (k=5);540,5747382063206;213,0561111078889;0,9754946858184;0,010977849655319005;;;
10%;0,1;Sexe;Binaire;KNN (k=5);;;;;0,6;0,4;1,5226150913747802e-58
10%;0,1;HTA;Binaire;KNN (k=5);;;;;0,7850985221674877;0,2068965517241379;3,804743730233913e-63
10%;0,1;HTS/HTD;Ordinal;KNN (k=5);;;;;0,5094696607740086;0,5142857142857142;4,0862812701833636e-154
10%;0,1;Profil_glycemique;Ordinal;KNN (k=5);;;;;0,20850202429149797;0,84375;5,472564169845617e-126
10%;0,1;Age;Continu;MissForest;9,817968298898295;8,117880089270274;0,9903851486604354;0,33856552094221115;;;
10%;0,1;IMC;Continu;MissForest;2,5109354652791995;2,2836144695914933;0,9999999999999998;0,8899688720703125;;;
10%;0,1;TT;Continu;MissForest;9,196981795752171;6,0274245280716165;0,9999999999996849;0,5659611264854902;;;
10%;0,1;PAS;Continu;MissForest;12,967162167746888;9,539218950594378;0,9999999957963892;0,8263502409681678;;;
10%;0,1;PAD;Continu;MissForest;11,564706585110802;7,144242324936272;0,9995057756795516;0,3302670537959784;;;
10%;0,1;Prot;Continu;MissForest;17,097787018726347;12,674557692812865;0,9126306966280817;0,9034651150577702;;;
10%;0,1;HDL;Continu;MissForest;0,061012508340427395;0,04291977013120441;0,9999999957963892;0,32777522027848605;;;
10%;0,1;Totc;Continu;MissForest;0,1342481873181909;0,08196388300841466;0,9999988234755917;0,006639536470174789;;;
10%;0,1;LDLc;Continu;MissForest;0,09804317590228567;0,061764708786034295;0,9999999999999999;0,16330995067255571;;;
10%;0,1;TG;Continu;MissForest;0,20384150472031373;0,14467975418449755;0,9999999999996849;0,27407141774892807;;;
10%;0,1;Non HDL;Continu;MissForest;0,12433791038302733;0,0858023547878682;0,9999999999999999;0,8489041775465012;;;
10%;0,1;PCSK9;Continu;MissForest;64,62704068807004;30,569741307498166;0,9995057756795516;0,33878785371780396;;;
10%;0,1;Glu;Continu;MissForest;0,19027491396559731;0,07659615384615406;0,9999999999999999;0,48335155844688416;;;
10%;0,1;Ins (µUI/mL);Continu;MissForest;2,982637320404292;0,8552493867733428;0,9999999999996849;0,010102359461598098;;;
10%;0,1;HOMAB%;Continu;MissForest;50,07329143264824;25,44923477669179;0,9999999999996849;0,7592878341674805;;;
10%;0,1;HOMA-IR;Continu;MissForest;3,4324639240215196;0,9466179826125772;0,9999999999996849;0,6649994850158691;;;
10%;0,1;Adipo HMW;Continu;MissForest;10,950246357018516;3,57202559941005;0,6776105978838524;0,25850554718635976;;;
10%;0,1;Glibenclamide 5mg;Continu;MissForest;3,9757445162298994;2,825725646852394;0,6101327398229283;0,16068706237012342;;;
10%;0,1;Insuline 10 UI;Continu;MissForest;1,6890403023187883;0,3928571428571428;0,9972477320442394;0,021082674826758366;;;
10%;0,1;Lasilix 40 mg;Continu;MissForest;0,0;0,0;1,0;1,0;;;
10%;0,1;Lexomil 6 mg;Continu;MissForest;0,0;0,0;1,0;1,0;;;
10%;0,1;Metformine 500 mg;Continu;MissForest;416,3725257279072;220,83877716367158;0,6776105978838524;0,194426764153925;;;
10%;0,1;Ratio Tot-c/HDL;Continu;MissForest;0,3285646670114095;0,22824479996179317;0,9999999999999998;0,07741569727659225;;;
10%;0,1;Ratio LDL-c/HDL;Continu;MissForest;0,24891263902990804;0,16006094337150598;0,9999999999999999;0,15352009475464;;;
10%;0,1;Ratio TG/HDL;Continu;MissForest;2,422325387995589;0,5104383020584706;1,0;0,6720751523971558;;;
10%;0,1;Ratio LogTG/HDL;Continu;MissForest;0,12543163007898478;0,035167931497722085;1,0;0,8973613591879257;;;
10%;0,1;Insu pmol/L;Continu;MissForest;16,278547530899928;5,365521111591698;0,9999999999999999;0,03109551345141881;;;
10%;0,1;lu(mmol/l);Continu;MissForest;1,0468627002247033;0,4296214924999994;1,0;0,9338707919232547;;;
10%;0,1;HOMAS%;Continu;MissForest;228,34808988079888;75,80226682955444;0,9999999999996849;0,181412478297716;;;
10%;0,1;Sexe;Binaire;MissForest;;;;;0,6975323149236193;0,30000000000000004;6,856506248066772e-61
10%;0,1;HTA;Binaire;MissForest;;;;;0,9310344827586207;0,06896551724137934;6,29679888090078e-67
10%;0,1;HTS/HTD;Ordinal;MissForest;;;;;0,768964368964369;0,22857142857142854;2,750034742613512e-175
10%;0,1;Profil_glycemique;Ordinal;MissForest;;;;;0,9397058823529412;0,0625;3,141917321599248e-192
20%;0,2;Age;Continu;Mediane/Mode;11,854843458807704;9,880597014925373;0,039356539334689765;0,24380753132667987;;;
20%;0,2;IMC;Continu;Mediane/Mode;6,728376177469329;4,650901025714286;0,07506130791879756;0,26726744058870966;;;
20%;0,2;TT;Continu;Mediane/Mode;15,182479781237724;11,76923076923077;0,039356539334689765;0,7462485397681708;;;
20%;0,2;PAS;Continu;Mediane/Mode;20,592634697230583;16,132075471698112;0,31482613288791556;0,9222044329661666;;;
20%;0,2;PAD;Continu;Mediane/Mode;12,097283260926064;10,245901639344263;0,06092073473992785;0,09764511976191825;;;
20%;0,2;Prot;Continu;Mediane/Mode;10,578931965867895;6,710307692307692;0,0491245619180859;0,31565146258794763;;;
20%;0,2;HDL;Continu;Mediane/Mode;0,23874028373302042;0,18953846153846154;0,015195395509199468;0,007018843922356191;;;
20%;0,2;Totc;Continu;Mediane/Mode;0,4528080031528796;0,363859649122807;0,06092073473992785;0,45272580817270947;;;
20%;0,2;LDLc;Continu;Mediane/Mode;0,463315067585603;0,3661851851851852;0,0491245619180859;0,013629862199887993;;;
20%;0,2;TG;Continu;Mediane/Mode;0,5103563817212795;0,3454545454545454;0,039356539334689765;0,4098682291343365;;;
20%;0,2;Non HDL;Continu;Mediane/Mode;0,48278747912513226;0,378375;0,009080846195950952;0,1441195730782803;;;
20%;0,2;PCSK9;Continu;Mediane/Mode;27,393697514390983;20,269505126531644;0,0008921793650294647;0,018493560332490007;;;
20%;0,2;Glu;Continu;Mediane/Mode;0,9936664010957936;0,6464583333333334;0,19331462809017694;0,019895527438985698;;;
20%;0,2;Ins (µUI/mL);Continu;Mediane/Mode;4,223305677129915;3,0417364015151516;0,06092073473992785;0,30522653533273336;;;
20%;0,2;HOMAB%;Continu;Mediane/Mode;32,87723762153975;22,64637681159421;0,005287224936506957;0,25719822146730775;;;
20%;0,2;HOMA-IR;Continu;Mediane/Mode;5,920630893704784;1,4363148469215683;0,22900364920917013;0,09708573296704513;;;
20%;0,2;Adipo HMW;Continu;Mediane/Mode;1,959948984480066;0,7817794127424241;0,024774411565286425;0,8007846229976712;;;
20%;0,2;Glibenclamide 5mg;Continu;Mediane/Mode;6,35741037425355;3,4166666666666665;0,5438221307073731;0,0001123127228216247;;;
20%;0,2;Insuline 10 UI;Continu;Mediane/Mode;1,889822365046136;0,35714285714285715;1,0;0,6086400115168754;;;
20%;0,2;Lasilix 40 mg;Continu;Mediane/Mode;0,0;0,0;1,0;1,0;;;
20%;0,2;Lexomil 6 mg;Continu;Mediane/Mode;0,0;0,0;1,0;1,0;;;
20%;0,2;Metformine 500 mg;Continu;Mediane/Mode;1000,0;538,4615384615385;0,8074043812092967;0,0007072488321895184;;;
20%;0,2;Ratio Tot-c/HDL;Continu;Mediane/Mode;4,335551097213259;2,0993534800185185;0,09188614878431155;0,8870258225454608;;;
20%;0,2;Ratio LDL-c/HDL;Continu;Mediane/Mode;12,99541943119435;3,9766897423728804;0,039356539334689765;0,033293229527781715;;;
20%;0,2;Ratio TG/HDL;Continu;Mediane/Mode;5,317407927221646;1,542145177074627;0,039356539334689765;0,8464530623416544;;;
20%;0,2;Ratio LogTG/HDL;Continu;Mediane/Mode;0,2855968684233009;0,19175496130645164;0,11175394106208987;0,6739992270487547;;;
20%;0,2;Insu pmol/L;Continu;Mediane/Mode;50,771771713669686;24,58072124594595;0,015195395509199468;0,21037181059873755;;;
20%;0,2;lu(mmol/l);Continu;Mediane/Mode;5,461121902866425;3,4790634716981135;0,1350351077952536;0,9964679926092104;;;
20%;0,2;HOMAS%;Continu;Mediane/Mode;542,002524447901;169,5492063488889;0,0491245619180859;0,4016518361604414;;;
20%;0,2;Sexe;Binaire;Mediane/Mode;;;;;0,47338935574229685;0,38095238095238093;2,765919943336083e-49
20%;0,2;HTA;Binaire;Mediane/Mode;;;;;0,5333333333333333;0,33333333333333337;6,0366614851454935e-52
20%;0,2;HTS/HTD;Ordinal;Mediane/Mode;;;;;0,30523968784838346;0,5256410256410257;1,1905686125038332e-130
20%;0,2;Profil_glycemique;Ordinal;Mediane/Mode;;;;;0,470446735395189;0,3833333333333333;6,967014173878156e-162
20%;0,2;Age;Continu;MICE (sklearn);14,509431631450108;12,189670035171886;0,9972477320442394;0,11545168141570697;;;
20%;0,2;IMC;Continu;MICE (sklearn);7,799879543281429;5,956138702871611;0,9999988234755917;0,9414768683124642;;;
20%;0,2;TT;Continu;MICE (sklearn);20,081533563859292;15,709313079364359;0,9499065344511678;0,4348467067718086;;;
20%;0,2;PAS;Continu;MICE (sklearn);27,09302080982642;20,70418369386936;0,9995057756795516;0,38805799600345336;;;
20%;0,2;PAD;Continu;MICE (sklearn);17,715414671960804;13,58489009013671;0,9972477320442394;0,24897791235558242;;;
20%;0,2;Prot;Continu;MICE (sklearn);15,206929964605173;12,072907189735155;0,8644440045104076;0,8471307921238074;;;
20%;0,2;HDL;Continu;MICE (sklearn);0,18617604680883137;0,14284338099158422;0,9999999999996849;0,9400939641322122;;;
20%;0,2;Totc;Continu;MICE (sklearn);0,23008150857373463;0,16555642455534078;0,9999999957963892;0,6083249647120605;;;
20%;0,2;LDLc;Continu;MICE (sklearn);0,20305260089790916;0,16132778163089084;0,9999999999999999;0,11411259127614376;;;
20%;0,2;TG;Continu;MICE (sklearn);0,4071939015545203;0,290134964688832;0,9999999999996849;0,3493484139123454;;;
20%;0,2;Non HDL;Continu;MICE (sklearn);0,24256672059924056;0,19503245534685054;0,9999567581377435;0,8553795410111338;;;
20%;0,2;PCSK9;Continu;MICE (sklearn);46,098228754699754;35,14426477194627;0,42046821760171277;0,009062294361355526;;;
20%;0,2;Glu;Continu;MICE (sklearn);0,3435740723755049;0,1290245406440748;0,9999999999999999;0,19279363453318865;;;
20%;0,2;Ins (µUI/mL);Continu;MICE (sklearn);3,6196423410507146;1,3979090990175655;0,9999988234755917;0,10264688851887019;;;
20%;0,2;HOMAB%;Continu;MICE (sklearn);58,2362275119416;47,85579514549567;0,31482613288791556;0,060056494931682546;;;
20%;0,2;HOMA-IR;Continu;MICE (sklearn);13,60326400548454;9,732741578318105;0,3652081375041959;0,6127392711353463;;;
20%;0,2;Adipo HMW;Continu;MICE (sklearn);6,3792397545045505;5,13639209820937;0,16210186746084385;0,37285549807396856;;;
20%;0,2;Glibenclamide 5mg;Continu;MICE (sklearn);6,967131114052637;5,2983063091963585;0,31482613288791556;0,5559094127062845;;;
20%;0,2;Insuline 10 UI;Continu;MICE (sklearn);2,5914270761565246;1,8651330500315664;0,024774411565286425;0,004647410549715278;;;
20%;0,2;Lasilix 40 mg;Continu;MICE (sklearn);0,0001426696611062031;0,00011315397896117848;0,06092073473992785;0,45298266232197326;;;
20%;0,2;Lexomil 6 mg;Continu;MICE (sklearn);0,0001596164719782064;0,0001254987582507367;0,024774411565286425;0,12733615094730863;;;
20%;0,2;Metformine 500 mg;Continu;MICE (sklearn);960,0961878192034;789,115614736171;0,31482613288791556;0,8697905791376359;;;
20%;0,2;Ratio Tot-c/HDL;Continu;MICE (sklearn);2,8042082582751218;1,4611667942143016;0,9999999957963892;0,5727750399486891;;;
20%;0,2;Ratio LDL-c/HDL;Continu;MICE (sklearn);2,525537688712524;1,2415609990783003;0,9999988234755917;0,2737548085176694;;;
20%;0,2;Ratio TG/HDL;Continu;MICE (sklearn);2,528474467113119;1,4774395390916855;0,8074043812092967;0,8660645271814567;;;
20%;0,2;Ratio LogTG/HDL;Continu;MICE (sklearn);0,2014495754066976;0,16135124686470131;0,9972477320442394;0,814308898509025;;;
20%;0,2;Insu pmol/L;Continu;MICE (sklearn);20,51030407777954;7,472560222364195;0,9999988234755917;0,37261404821564026;;;
20%;0,2;lu(mmol/l);Continu;MICE (sklearn);1,8166206157905807;0,6489654484856956;0,9999999999999999;0,8908586008135357;;;
20%;0,2;HOMAS%;Continu;MICE (sklearn);681,6463960015544;382,5736465643965;0,22900364920917013;0,6172401358059096;;;
20%;0,2;Sexe;Binaire;MICE (sklearn);;;;;0,44967320261437904;0,5555555555555556;9,316247543920025e-41
20%;0,2;HTA;Binaire;MICE (sklearn);;;;;0,7264069264069265;0,2807017543859649;1,536010359881543e-54
20%;0,2;HTS/HTD;Ordinal;MICE (sklearn);;;;;0,4477774125210023;0,5897435897435898;1,1166910086145704e-100
20%;0,2;Profil_glycemique;Ordinal;MICE (sklearn);;;;;0,49910109048040074;0,5833333333333333;8,263950024354582e-111
20%;0,2;Age;Continu;KNN (k=5);12,436585412259182;9,832835820895523;0,3652081375041959;0,08189691887322526;;;
20%;0,2;IMC;Continu;KNN (k=5);6,218131653758054;4,171939413071429;0,9126306966280817;0,37833669966448535;;;
20%;0,2;TT;Continu;KNN (k=5);14,00823933371961;11,12923076923077;0,5438221307073731;0,5808008239850602;;;
20%;0,2;PAS;Continu;KNN (k=5);19,995263590103928;16,51698113207547;0,8644440045104076;0,2702848507881458;;;
20%;0,2;PAD;Continu;KNN (k=5);10,903511240744846;8,485245901639344;0,2694445751599743;0,15591343431187915;;;
20%;0,2;Prot;Continu;KNN (k=5);9,673487221027617;6,783107692307691;0,9499065344511678;0,19908976824584557;;;
20%;0,2;HDL;Continu;KNN (k=5);0,19667763550463052;0,1648;0,48023676634154905;0,000646603351712824;;;
20%;0,2;Totc;Continu;KNN (k=5);0,4908942073471814;0,3915087719298246;0,48023676634154905;0,30915596961237335;;;
20%;0,2;LDLc;Continu;KNN (k=5);0,5026234699977634;0,40223703703703706;0,6776105978838524;0,0712562880590013;;;
20%;0,2;TG;Continu;KNN (k=5);0,5201483471379131;0,3829090909090909;0,42046821760171277;0,35930406081234767;;;
20%;0,2;Non HDL;Continu;KNN (k=5);0,4900213260665295;0,3984000000000001;0,5438221307073731;0,8253809075008403;;;
20%;0,2;PCSK9;Continu;KNN (k=5);32,6497622783333;25,107507505513922;0,48023676634154905;0,028567259885454912;;;
20%;0,2;Glu;Continu;KNN (k=5);0,8394547585585935;0,5965416666666667;0,9126306966280817;0,858853016587048;;;
20%;0,2;Ins (µUI/mL);Continu;KNN (k=5);5,049640287173306;3,70715717;0,8074043812092967;0,051754432138653404;;;
20%;0,2;HOMAB%;Continu;KNN (k=5);44,111816813737065;33,412173913043475;0,11175394106208987;0,0002472397436325405;;;
20%;0,2;HOMA-IR;Continu;KNN (k=5);5,884477375389533;1,338510740501961;0,6776105978838524;0,6393031435239315;;;
20%;0,2;Adipo HMW;Continu;KNN (k=5);2,5667599165147177;1,3165426547969696;0,8074043812092967;0,0066930969821308445;;;
20%;0,2;Glibenclamide 5mg;Continu;KNN (k=5);5,539253860704827;4,183333333333334;0,06092073473992785;0,13558801692380693;;;
20%;0,2;Insuline 10 UI;Continu;KNN (k=5);1,9820624179302297;0,5357142857142857;0,9999999999999998;0,5064843426606348;;;
20%;0,2;Lasilix 40 mg;Continu;KNN (k=5);0,0;0,0;1,0;1,0;;;
20%;0,2;Lexomil 6 mg;Continu;KNN (k=5);0,0;0,0;1,0;1,0;;;
20%;0,2;Metformine 500 mg;Continu;KNN (k=5);881,32330573449;628,8461538461538;0,48023676634154905;0,7768311607237912;;;
20%;0,2;Ratio Tot-c/HDL;Continu;KNN (k=5);3,6624610470122;2,0482625680185182;0,7442018745342833;0,8195134788887095;;;
20%;0,2;Ratio LDL-c/HDL;Continu;KNN (k=5);12,115418040066649;3,3608974269762717;0,8644440045104076;0,21857726635140518;;;
20%;0,2;Ratio TG/HDL;Continu;KNN (k=5);4,839533463023033;1,6450221008507462;0,9126306966280817;0,3145551064272126;;;
20%;0,2;Ratio LogTG/HDL;Continu;KNN (k=5);0,2461362057139876;0,18629198370967742;0,9754946858184;0,9079040127929596;;;
